Wall time,Step,Value
1730935660.1945317,15503,1.4552146196365356
1730935661.897577,15513,1.3926254510879517
1730935667.9192462,15553,1.4705911874771118
1730935675.2989047,15603,1.6006433963775635
1730935679.20578,15623,1.6340152025222778
1730935680.4029825,15633,1.5440442562103271
1730935681.6555758,15643,1.3255901336669922
1730935685.4717548,15663,1.496728777885437
1730935688.115412,15683,1.154255747795105
1730935690.6234615,15693,1.5687482357025146
1730935691.8718305,15703,1.575116515159607
1730935693.3190343,15713,1.4741626977920532
1730935698.7869308,15743,1.275597333908081
1730935701.4041429,15763,1.407820224761963
1730935705.0526977,15783,1.236337423324585
1730935706.3477106,15793,1.4186630249023438
1730935707.7008958,15803,1.136439561843872
1730935712.5952523,15833,1.3632408380508423
1730935720.3231068,15883,1.3429210186004639
1730935728.9822452,15933,1.2528005838394165
1730935730.1673887,15943,1.5281198024749756
1730935731.5868585,15953,1.208319902420044
1730935737.855275,15993,1.2007503509521484
1730935739.1297524,16003,1.472816824913025
1730935741.4968376,16013,1.264931082725525
1730935751.582919,16083,1.4562466144561768
1730935754.0569065,16093,1.2651281356811523
1730935756.5197337,16113,1.4667463302612305
1730935757.7698061,16123,1.5182924270629883
1730935761.5190022,16143,1.4372857809066772
1730935770.6533935,16203,1.5374149084091187
1730935774.3269885,16223,1.3314536809921265
1730935776.8957243,16243,1.2757965326309204
1730935779.1861463,16253,1.32236647605896
1730935785.367467,16293,1.1461806297302246
1730935791.6561968,16333,1.4109076261520386
1730935793.0489097,16343,1.7963080406188965
1730935794.28585,16353,1.3451483249664307
1730935799.2659407,16383,1.5787798166275024
1730935800.4974937,16393,1.3832762241363525
1730935808.3520858,16443,1.2425506114959717
1730935810.4363472,16453,1.853560447692871
1730935812.9104893,16473,1.2049862146377563
1730935816.6395943,16493,1.3045053482055664
1730935817.9915688,16503,1.8316893577575684
1730935819.218495,16513,1.5627479553222656
1730935820.978696,16523,1.1824800968170166
1730935824.258023,16543,1.7198185920715332
1730935827.2656403,16563,1.1221526861190796
1730935833.495646,16603,1.1312389373779297
1730935837.0152678,16623,1.2728455066680908
1730935839.8082793,16643,1.1315797567367554
1730935844.447894,16673,1.1328761577606201
1730935846.0107183,16683,1.172861933708191
1730935852.220413,16723,1.330610752105713
1730935857.4125752,16753,1.4371728897094727
1730935860.3733366,16773,1.3120832443237305
1730935862.452582,16783,1.3756966590881348
1730935864.9343185,16803,1.4427852630615234
1730935869.9440398,16833,1.343587875366211
1730935871.2386975,16843,1.4553916454315186
1730935873.1165595,16853,1.1452776193618774
1730935875.1208777,16863,1.1880162954330444
1730935883.1095762,16913,1.3161039352416992
1730935884.3555372,16923,1.5082776546478271
1730935885.8181732,16933,1.38582444190979
1730935889.7033885,16953,1.3448574542999268
1730935892.3070252,16973,1.2754216194152832
1730935894.7999878,16983,1.4877046346664429
1730935897.3872354,17003,1.508693814277649
1730935901.204238,17023,1.452095627784729
1730935905.1801682,17053,1.3118102550506592
1730935909.1744013,17073,1.111680030822754
1730935910.437233,17083,1.3660086393356323
1730935911.6536026,17093,1.5435432195663452
1730935914.0663872,17103,1.9929606914520264
1730935922.606839,17163,1.2200061082839966
1730935923.8507445,17173,1.7638022899627686
1730935928.8420506,17203,1.307368278503418
1730935930.1922796,17213,1.1771020889282227
1730935932.7207775,17223,1.1647807359695435
1730935934.0037155,17233,1.3580389022827148
1730935941.577361,17283,1.2138322591781616
1730935954.228389,17363,1.4148313999176025
1730935955.4616675,17373,1.2673840522766113
1730935961.636172,17413,1.1991060972213745
1730935965.4114637,17433,1.1841373443603516
1730935970.481386,17463,1.439468264579773
1730935971.8932457,17473,1.7868127822875977
1730935973.2597232,17483,1.5462241172790527
1730935974.5162046,17493,1.3625619411468506
1730935978.105385,17513,1.2789944410324097
1730935979.3636723,17523,1.4143283367156982
1730935984.4560733,17553,1.235563039779663
1730935991.8840396,17603,1.2348291873931885
1730935993.1287494,17613,1.315505862236023
1730935997.0431921,17633,1.42403244972229
1730936001.9493022,17663,1.4250984191894531
1730936012.0318744,17733,1.2701480388641357
1730936014.2892723,17743,1.6137683391571045
1730936015.9889288,17753,1.2338730096817017
1730936020.8874626,17783,1.2945142984390259
1730936027.2375,17823,1.2786765098571777
1730936028.3867645,17833,1.2491052150726318
1730936029.7287407,17843,1.424317717552185
1730936034.6209986,17873,1.2671644687652588
1730936035.867565,17883,1.2852975130081177
1730936039.3689697,17903,1.1175322532653809
1730936042.2057319,17923,1.4269967079162598
1730936046.0483856,17943,1.5764429569244385
1730936052.3343887,17983,1.204870581626892
1730936054.9515216,18003,1.2270022630691528
1730936056.2871416,18013,1.1132925748825073
1730936058.7211678,18023,1.8573400974273682
1730936064.9048724,18063,1.8125518560409546
1730936067.7293398,18083,1.3263040781021118
1730936274.6721401,18117,1.5359091758728027
1730936278.2926471,18137,1.0391925573349
1730936281.2554147,18157,1.1489264965057373
1730936282.5693653,18167,1.4700149297714233
1730936288.9219797,18207,1.495646357536316
1730936294.0198584,18237,1.4440735578536987
1730936295.2790945,18247,1.4548331499099731
1730936299.0197334,18267,1.205150842666626
1730936300.277118,18277,1.3758962154388428
1730936303.1943874,18297,1.0910699367523193
1730936305.4183898,18307,1.6629823446273804
1730936306.6488898,18317,1.532646656036377
1730936309.4608831,18337,1.1913970708847046
1730936311.5999956,18347,1.3405539989471436
1730936312.9180775,18357,1.4897150993347168
1730936322.3623855,18417,1.3255977630615234
1730936324.4989922,18427,1.436614751815796
1730936325.72997,18437,1.1346256732940674
1730936327.402656,18447,1.1745091676712036
1730936328.6765337,18457,1.2667337656021118
1730936333.6978102,18487,1.9435088634490967
1730936336.9444342,18507,1.4577218294143677
1730936347.5648618,18577,1.2919340133666992
1730936354.0231187,18617,1.161681890487671
1730936355.6321812,18627,1.5756406784057617
1730936356.9897306,18637,1.5090683698654175
1730936358.9809482,18647,1.6250524520874023
1730936365.4959881,18687,1.0741113424301147
1730936366.8071444,18697,1.3375194072723389
1730936368.9766347,18707,1.147475004196167
1730936370.33265,18717,1.2495723962783813
1730936371.799525,18727,1.0856273174285889
1730936375.392428,18747,1.4000396728515625
1730936379.7854784,18777,1.8067684173583984
1730936385.0965507,18807,1.2039604187011719
1730936386.3859031,18817,1.1052236557006836
1730936389.4950209,18837,1.2943346500396729
1730936392.8550842,18857,1.1267009973526
1730936395.7863076,18877,1.117663860321045
1730936404.1700604,18927,1.1535062789916992
1730936410.4918237,18967,1.2894859313964844
1730936414.4937196,18997,1.2323582172393799
1730936420.9924765,19037,1.584032416343689
1730936424.5568254,19057,1.5563993453979492
1730936425.794315,19067,1.4687929153442383
1730936427.2372353,19077,1.1017736196517944
1730936432.222471,19107,1.0466437339782715
1730936437.0359316,19137,1.528737187385559
1730936440.0230658,19157,1.454289436340332
1730936449.6793387,19217,1.3058983087539673
1730936451.5858805,19227,1.7562403678894043
1730936452.8829534,19237,1.7845009565353394
1730936457.8669,19267,1.3147258758544922
1730936462.4884179,19297,1.2173912525177002
1730936466.8562799,19327,1.7362592220306396
1730936468.6521647,19337,1.4126381874084473
1730936473.4372597,19367,1.1501758098602295
1730936475.1427383,19377,1.229858636856079
1730936476.5701501,19387,1.188668131828308
1730936477.8888874,19397,1.1137770414352417
1730936482.9715312,19427,1.145887017250061
1730936486.838229,19447,1.057784080505371
1730936490.7524204,19477,1.310777187347412
1730936493.0306334,19487,1.183284878730774
1730936495.8392045,19507,1.6443778276443481
1730936500.922172,19537,1.4435131549835205
1730936506.9838479,19577,1.5610638856887817
1730936508.2864707,19587,1.4506134986877441
1730936509.5909338,19597,1.0556260347366333
1730936512.0741034,19607,1.2567170858383179
1730936513.254938,19617,1.8311522006988525
1730936515.8098056,19637,1.2545404434204102
1730936518.4565554,19647,1.1424729824066162
1730936519.7022746,19657,1.1660999059677124
1730936521.0535066,19667,1.1677794456481934
1730936530.8815856,19727,1.0359247922897339
1730936533.6699739,19747,1.2361629009246826
1730936537.1157067,19767,1.2341724634170532
1730936538.4377608,19777,1.5344873666763306
1730936540.07918,19787,1.1382462978363037
1730936541.575215,19797,1.340742588043213
1730936543.4808729,19807,1.935013771057129
1730936546.803224,19827,1.1885958909988403
1730936549.8832412,19847,1.2741599082946777
1730936551.354825,19857,1.296788215637207
1730936555.8174472,19887,0.9655585289001465
1730936557.9529722,19897,1.0913946628570557
1730936561.976698,19927,1.817359447479248
1730936573.147111,19997,1.3017429113388062
1730936596.574144,20137,1.254192590713501
1730936597.8413112,20147,1.4127318859100342
1730936604.0583751,20187,1.237113118171692
1730936605.276439,20197,1.1299620866775513
1730936606.4985077,20207,1.493160367012024
1730936610.3601408,20227,1.3193819522857666
1730936611.6227376,20237,1.2095580101013184
1730936615.4095416,20257,1.2374286651611328
1730936619.3020318,20287,1.8478997945785522
1730936621.9486902,20297,1.2463232278823853
1730936624.3718567,20317,1.1360855102539062
1730936625.5788121,20327,1.1428706645965576
1730936628.0081303,20337,1.1333531141281128
1730936634.4443777,20377,1.0259273052215576
1730936635.7143734,20387,1.1913429498672485
1730936638.1927195,20407,1.2824029922485352
1730936640.7232475,20417,1.0949561595916748
1730936644.4045255,20447,1.2726550102233887
1730936646.9303174,20457,1.2555687427520752
1730936648.2183816,20467,1.1713398694992065
1730936655.6795611,20517,1.7126423120498657
1730936656.9094796,20527,1.23393714427948
1730936659.2593012,20537,1.4372150897979736
1730936660.6139047,20547,1.405518651008606
1730936676.1284332,20647,1.0122860670089722
1730936678.5817127,20657,1.184929609298706
1730936681.6851768,20677,1.2067970037460327
1730936688.220904,20717,1.4868556261062622
1730936694.7080479,20757,1.259289264678955
1730936695.8793893,20767,1.4534052610397339
1730936703.665662,20817,1.2836898565292358
1730936707.6150527,20837,1.1663005352020264
1730936708.854198,20847,1.3825470209121704
1730936712.7285123,20867,1.5613093376159668
1730936713.9673629,20877,1.1978862285614014
1730936715.308972,20887,1.118199348449707
1730936721.673724,20927,1.2517869472503662
1730936723.2066844,20937,1.1280442476272583
1730936725.3234494,20947,1.2370043992996216
1730936726.592109,20957,0.9789573550224304
1730936730.6228561,20977,1.5485163927078247
1730936731.8579545,20987,1.1883628368377686
1730936734.8276553,21007,1.408191442489624
1730936736.6638327,21017,1.3356821537017822
1730936737.9961152,21027,1.3054536581039429
1730936739.5199463,21037,1.400458574295044
1730936744.6739333,21067,0.9979650378227234
1730936746.1057625,21077,1.723200798034668
1730936752.5302913,21117,1.3624476194381714
1730936755.2391057,21127,1.1973501443862915
1730936761.6978526,21167,0.9777432680130005
1730936762.8064861,21177,1.0807791948318481
1730936765.4509528,21197,1.3111507892608643
1730936767.7322423,21207,1.200324535369873
1730936768.92945,21217,1.5512018203735352
1730936771.8650672,21237,1.2497332096099854
1730936774.0178099,21247,1.3296102285385132
1730936780.8519387,21287,1.0978063344955444
1730936784.6719856,21317,1.1560651063919067
1730936787.247042,21327,1.172020435333252
1730936788.5862677,21337,1.1528382301330566
1730936793.6395502,21367,1.3791935443878174
1730936799.9669924,21407,1.088544249534607
1730936809.440163,21467,1.2875826358795166
1730936811.066225,21477,1.228522539138794
1730936817.3942678,21517,1.3916372060775757
1730936819.535881,21527,1.325390100479126
1730936825.8918397,21567,1.1088520288467407
1730936827.1955228,21577,1.2141321897506714
1730936828.4371755,21587,1.0994889736175537
1730936830.380391,21597,1.3029398918151855
1730936841.1716344,21667,1.153024435043335
1730936847.3888063,21707,1.0968172550201416
1730936851.1607368,21727,1.1934049129486084
1730936852.486744,21737,1.3357216119766235
1730936863.777721,21807,1.1742602586746216
1730936866.59796,21827,1.2157930135726929
1730936870.013712,21847,1.4020850658416748
1730936872.8195045,21867,1.1404920816421509
1730936881.146915,21917,1.1019306182861328
1730936888.9130847,21967,1.3535587787628174
1730936891.6310785,21987,1.1188712120056152
1730936894.129324,21997,1.194374918937683
1730936895.4838247,22007,1.6142128705978394
1730936900.137412,22037,1.1143662929534912
1730936904.096632,22067,1.0360339879989624
1730936907.7853177,22087,1.4449312686920166
1730936909.292859,22097,1.5646730661392212
1730936912.7093055,22117,1.042845606803894
1730936914.0671055,22127,1.1188970804214478
1730936915.7597594,22137,1.2981094121932983
1730936923.217973,22187,1.2576738595962524
1730936925.648943,22197,1.374769926071167
1730936927.0267136,22207,1.2828365564346313
1730936929.5902088,22227,1.0592191219329834
1730936933.2884977,22247,1.1336607933044434
1730936942.051082,22307,1.773885726928711
1730936947.0420442,22337,1.4455397129058838
1730936952.1023443,22367,1.1808100938796997
1730936957.199199,22397,1.6730982065200806
1730936959.7244906,22417,1.1554709672927856
1730936964.6326463,22447,1.333864450454712
1730936976.3726456,22517,1.1601794958114624
1730936980.351945,22547,0.9836780428886414
1730936982.77592,22557,1.257868766784668
1730936991.8249397,22617,1.0313550233840942
